item,adjective,form
q_23597,seclusive,B
q_23598,brash,B
q_23599,conscientious,B
q_23600,vehement,B
q_23601,aristocratic,B
q_23603,lusty,B
q_23604,penetrative,B
q_23605,controlled,B
q_23606,antagonistic,B
q_23607,thrifty,B
q_23608,histrionic,B
q_23609,ethical,B
q_23610,dodgy,B
q_23611,sentimental,B
q_23612,precocious,B
q_23613,ticklish,B
q_23614,meddlesome,B
q_23615,unerring,B
q_23616,cloying,B
q_23617,disillusioned,B
q_23618,cautionary,B
q_23619,untemptable,B
q_23620,ungregarious,B
q_23621,shrill,B
q_23622,extraordinary,B
q_23623,overparticular,B
q_23624,undemonstrative,B
q_23625,self-revealing,B
q_23626,observant,B
q_23627,babyish,B
q_23628,charismatic,B
q_23629,woeful,B
q_23630,fawning,B
q_23631,insane,B
q_23632,saucy,B
q_23633,sparkling,B
q_23634,solicitous,B
q_23635,chauvinistic,B
q_23636,grouchy,B
q_23637,nonvariant,B
q_23638,distrustful,B
q_23639,alcoholic,B
q_23640,swellheaded,B
q_23641,weepy,B
q_23642,unagreeable,B
q_23643,good-for-nothing,B
q_23644,deliberative,B
q_23645,intellectual,B
q_23646,thoroughgoing,B
q_23647,wary,B
q_23648,pretenseless,B
q_23649,presumptuous,B
q_23650,phony,B
q_23651,rash,B
q_23652,spoiled,B
q_23653,changeable,B
q_23654,warm-hearted,B
q_23655,challenging,B
q_23656,unpliable,B
q_23657,worthy,B
q_23658,tearful,B
q_23659,nymphomaniacal,B
q_23660,strong-minded,B
q_23661,unniggardly,B
q_23662,disabled,B
q_23663,discourageable,B
q_23664,philanthropic,B
q_23665,idiotic,B
q_23666,forceless,B
q_23667,belligerent,B
q_23668,unobliging,B
q_23669,guiltless,B
q_23670,scowling,B
q_23671,abstinent,B
q_23672,rebellious,B
q_23673,chatty,B
q_23674,artificial,B
q_23675,unfriendly,B
q_23676,despairing,B
q_23677,personable,B
q_23678,untasteful,B
q_23679,guileless,B
q_23680,contradictory,B
q_23681,complaining,B
q_23682,troublesome,B
q_23683,adventurous,B
q_23684,manipulable,B
q_23685,thunderous,B
q_23686,unaccessible,B
q_23687,lamblike,B
q_23688,ungodly,B
q_23689,unpardoning,B
q_23690,assuming,B
q_23691,adulatory,B
q_23692,devoted,B
q_23693,unaffectionate,B
q_23694,volcanic,B
q_23695,fantastical,B
q_23696,subversive,B
q_23697,discourteous,B
q_23698,unvigilant,B
q_23699,austere,B
q_23700,saccharine,B
q_23701,unpleasable,B
q_23702,unenergetic,B
q_23703,discriminating,B
q_23704,guarded,B
q_23705,ultrareligious,B
q_23706,gossipy,B
q_23707,frivolous,B
q_23708,bestial,B
q_23709,ebullient,B
q_23710,degrading,B
q_23711,insulting,B
q_23712,good-humored,B
q_23713,truthful,B
q_23714,autocratic,B
q_23715,approachable,B
q_23716,shrinking,B
q_23717,happy-go-lucky,B
q_23718,unharming,B
q_23719,implacable,B
q_23720,lighthearted,B
q_23721,sagacious,B
q_23722,natural,B
q_23723,rollicking,B
q_23724,incautious,B
q_23725,frightened,B
q_23726,twisted,B
q_23727,tawdry,B
q_23728,good-tempered,B
q_23729,unapproachable,B
q_23730,unequivocal,B
q_23731,extreme,B
q_23732,warm,B
q_23733,disputatious,B
q_23734,generative,B
q_23735,radical,B
q_23736,reticent,B
q_23737,unrepressible,B
q_23738,forthcoming,B
q_23739,irreformable,B
q_23740,self-correcting,B
q_23741,condescending,B
q_23742,possessive,B
q_23743,worrying,B
q_23744,melancholy,B
q_23745,berating,B
q_23746,venal,B
q_23747,bragging,B
q_23748,lovely,B
q_23749,goading,B
q_23750,bland,B
q_23751,lackadaisical,B
q_23752,practical,B
q_23753,weak-spirited,B
q_23754,preaching,B
q_23755,overbitter,B
q_23756,equivocating,B
q_23757,self-punishing,B
q_23758,piggish,B
q_23759,mathematical,B
q_23760,snarling,B
q_23761,self-doubting,B
q_23762,unshy,B
q_23763,courteous,B
q_23764,kittenish,B
q_23765,nutty,B
q_23766,open-hearted,B
q_23767,wealthy,B
q_23768,vital,B
q_23769,untiring,B
q_23770,unsexual,B
q_23771,uncordial,B
q_23772,haughty,B
q_23773,erotic,B
q_23774,introspective,B
q_23775,intimidating,B
q_23776,unconstructive,B
q_23777,genteel,B
q_23778,unforgettable,B
q_23779,fragile,B
q_23780,unsatisfiable,B
q_23781,thoughtless,B
q_23782,moralistic,B
q_23783,social,B
q_23784,unencumbered,B
q_23785,noncompliant,B
q_23786,stingy,B
q_23787,cordial,B
q_23788,fiery,B
q_23789,discerning,B
q_23790,uncomplicated,B
q_23791,fierce,B
q_23792,unfair,B
q_23793,domineering,B
q_23794,subdued,B
q_23795,unafraid,B
q_23796,spry,B
q_23797,unforbearing,B
q_23798,flawless,B
q_23799,rowdy,B
q_23800,inviting,B
q_23801,unfeminine,B
q_23802,unable,B
q_23803,feckless,B
q_23804,undaunted,B
q_23805,savage,B
q_23806,encyclopedic,B
q_23807,vigilant,B
q_23808,tricky,B
q_23809,silly,B
q_23810,unexacting,B
q_23811,bookish,B
q_23812,irascible,B
q_23813,confusable,B
q_23814,self-respecting,B
q_23815,wifely,B
q_23816,immoral,B
q_23817,mushy,B
q_23818,unstudied,B
q_23819,unfocused,B
q_23820,prissy,B
q_23821,daft,B
q_23822,witless,B
q_23823,agitative,B
q_23824,chitchatty,B
q_23825,unmercenary,B
q_23826,doubting,B
q_23827,unmerciful,B
q_23828,unusual,B
q_23829,grandiloquent,B
q_23830,reclusive,B
q_23831,eccentric,B
q_23832,tall,B
q_23833,uncivilized,B
q_23834,prejudiceless,B
q_23835,nondescript,B
q_23836,commanding,B
q_23837,slinking,B
q_23838,self-examining,B
q_23839,cosmopolitan,B
q_23840,raunchy,B
q_23841,ugly,B
q_23842,extroverted,B
q_23843,courtly,B
q_23844,frugal,B
q_23845,soft,B
q_23846,mellow,B
q_23848,superior,B
q_23849,pompous,B
q_23850,scrupulous,B
q_23851,conceitless,B
q_23852,ascetic,B
q_23853,playful,B
q_23854,smart,B
q_23855,vainglorious,B
q_23856,unsevere,B
q_23857,abstract,B
q_23858,volatile,B
q_23859,overfastidious,B
q_23860,fluttery,B
q_23861,mirthless,B
q_23862,mature,B
q_23863,unamiable,B
q_23864,unsly,B
q_23865,sincere,B
q_23866,brooding,B
q_23867,low-key,B
q_23868,caring,B
q_23869,sluttish,B
q_23870,urbane,B
q_23871,venturesome,B
q_23872,diffident,B
q_23873,tender,B
q_23874,unexcitable,B
q_23875,inflexible,B
q_23876,wheedling,B
q_23877,offensive,B
q_23878,double-crossing,B
q_23879,gentle,B
q_23880,murderous,B
q_23881,unwily,B
q_23882,one-sided,B
q_23883,untutored,B
q_23884,unhasty,B
q_23885,undivertible,B
q_23886,poised,B
q_23887,sly,B
q_23888,interested,B
q_23889,amiable,B
q_23890,mechanistic,B
q_23891,unmethodical,B
q_23892,aggravating,B
q_23893,twitchy,B
q_23894,jaunty,B
q_23895,downtrodden,B
q_23896,unchivalrous,B
q_23897,uninspired,B
q_23898,many-sided,B
q_23899,unbalanced,B
q_23900,fake,B
q_23901,unsullied,B
q_23902,flamboyant,B
q_23903,confused,B
q_23904,overcompassionate,B
q_23905,overrighteous,B
q_23906,spying,B
q_23907,unfailing,B
q_23908,dramatic,B
q_23909,grandfatherly,B
q_23910,destructive,B
q_23911,sycophantic,B
q_23912,earthy,B
q_23913,mannerless,B
q_23914,complicated,B
q_23915,prosaic,B
q_23916,inharmonious,B
q_23917,boastful,B
q_23918,neat,B
q_23919,reckless,B
q_23920,amazing,B
q_23921,immodest,B
q_23922,forthright,B
q_23923,undelaying,B
q_23924,overfierce,B
q_23925,frenzied,B
q_23926,fretting,B
q_23927,bossy,B
q_23928,trustful,B
q_23929,worriless,B
q_23930,pithy,B
q_23931,unmodifiable,B
q_23932,bigoted,B
q_23933,grumbly,B
q_23934,contained,B
q_23935,inconsiderate,B
q_23936,maladjusted,B
q_23937,long-suffering,B
q_23938,foppish,B
q_23939,discreet,B
q_23940,insensuous,B
q_23941,disregardful,B
q_23942,faultfinding,B
q_23943,fair-natured,B
q_23944,tentative,B
q_23945,dignified,B
q_23946,forward,B
q_23947,off-color,B
q_23948,empathetic,B
q_23949,sophomoric,B
q_23950,outraged,B
q_23951,wolfish,B
q_23952,accessible,B
q_23953,handicapped,B
q_23954,disingenuous,B
q_23955,slow,B
q_23956,systematic,B
q_23957,withdrawing,B
q_23958,vivacious,B
q_23959,uninformed,B
q_23960,naive,B
q_23961,defiant,B
q_23962,wicked,B
q_23963,retaliative,B
q_23964,grumpy,B
q_23965,loose,B
q_23966,uncurbable,B
q_23967,bountiful,B
q_23968,self-assured,B
q_23969,bureaucratic,B
q_23970,cruel,B
q_23971,beneficent,B
q_23972,ministrative,B
q_23973,fraternal,B
q_23974,repressed,B
q_23975,elfish,B
q_23976,unfluctuating,B
q_23977,mouthy,B
q_23978,inexpressive,B
q_23979,genial,B
q_23980,harmless,B
q_23981,persecuting,B
q_23982,humble,B
q_23983,buffoonish,B
q_23984,lachrymose,B
q_23985,undisturbable,B
q_23986,dissocial,B
q_23987,affable,B
q_23988,scandalous,B
q_23989,messy,B
q_23991,liberal,B
q_23992,peaceful,B
q_23993,cagey,B
q_23994,uncorrupted,B
q_23995,humiliated,B
q_23996,muscular,B
q_23997,unintelligent,B
q_23998,snooty,B
q_23999,pleasure-seeking,B
q_24000,mulish,B
q_24001,aggressive,B
q_24002,obdurate,B
q_24003,unassuming,B
q_24004,vengeful,B
q_24005,overrefined,B
q_24006,uncourtly,B
q_24007,noncommittal,B
q_24008,unthinking,B
q_24009,covetous,B
q_24010,neighborly,B
q_24011,slothful,B
q_24012,faint-hearted,B
q_24013,awful,B
q_24014,overintense,B
q_24015,indifferent,B
q_24016,lonesome,B
q_24017,weak-kneed,B
q_24018,thriftless,B
q_24019,intelligent,B
q_24020,unabashed,B
q_24021,severe,B
q_24022,unmusical,B
q_24023,kingly,B
q_24024,buoying,B
q_24025,finicky,B
q_24026,unsure,B
q_24027,uplifting,B
q_24028,self-supporting,B
q_24029,malleable,B
q_24030,tasteless,B
q_24031,chivalrous,B
q_24032,complying,B
q_24033,verbal,B
q_24034,careless,B
q_24035,distractible,B
q_24036,sober-minded,B
q_24037,tempestuous,B
q_24038,profane,B
q_24039,uninhibited,B
q_24040,unstable,B
q_24041,scholarly,B
q_24042,spiritual,B
q_24043,motley,B
q_24044,alive,B
q_24045,profligate,B
q_24046,unvisioned,B
q_24047,sugary,B
q_24048,loyal,B
q_24049,conceding,B
q_24050,doctrinaire,B
q_24051,unrestrained,B
q_24052,unventurous,B
q_24053,false-hearted,B
q_24054,incongenial,B
q_24055,insecure,B
q_24056,obscene,B
q_24057,indivertible,B
q_24058,pure,B
q_24059,miserly,B
q_24060,controlling,B
q_24061,fine,B
q_24062,conceptual,B
q_24063,aware,B
q_24064,interfering,B
q_24065,innocent,B
q_24066,suave,B
q_24067,devilish,B
q_24068,unashamed,B
q_24069,distinguished,B
q_24070,tragic,B
q_24071,violent,B
q_24072,punctual,B
q_24073,adaptable,B
q_24074,poor,B
q_24075,paternal,B
q_24076,overcaring,B
q_24077,hopeless,B
q_24078,officious,B
q_24079,divulging,B
q_24080,simple,B
q_24081,informed,B
q_24082,ill-humored,B
q_24083,visionary,B
q_24084,exasperated,B
q_24085,indecisive,B
q_24086,unconstrained,B
q_24087,terrible,B
q_24088,moony,B
q_24089,elegant,B
q_24090,contrary-minded,B
q_24091,unbiased,B
q_24092,profound,B
q_24093,wonderful,B
q_24094,grateful,B
q_24095,learned,B
q_24096,malcontented,B
q_24097,good-natured,B
q_24098,significant,B
q_24099,oversuspicious,B
q_24100,dreary,B
q_24101,unpopular,B
q_24102,denouncing,B
q_24103,unscornful,B
q_24104,prankish,B
q_24105,expeditious,B
q_24106,well-adjusted,B
q_24107,broken,B
q_24108,normal,B
q_24109,fortunate,B
q_24110,strong-willed,B
q_24111,daring,B
q_24112,menacing,B
q_24113,guilt-free,B
q_24114,determined,B
q_24115,inspirational,B
q_24116,scheduled,B
q_24117,pragmatic,B
q_24118,larcenous,B
q_24119,helpless,B
q_24120,worldly-minded,B
q_24121,saintly,B
q_24122,heroic,B
q_24123,good,B
q_24124,changeless,B
q_24125,untrustful,B
q_24126,thundering,B
q_24127,reluctant,B
q_24128,delightful,B
q_24129,unsentimental,B
q_24130,intuiting,B
q_24131,gluttonous,B
q_24132,roguish,B
q_24133,mirthful,B
q_24134,equalitarian,B
q_24135,unforgetful,B
q_24136,eclectic,B
q_24137,uncourteous,B
q_24138,boastless,B
q_24139,well-read,B
q_24140,vigorless,B
q_24141,unsubmissive,B
q_24142,untoward,B
q_24143,petulant,B
q_24144,nonbelligerent,B
q_24145,breezy,B
q_24146,ill-tempered,B
q_24147,unique,B
q_24148,particular,B
q_24149,unprogressive,B
q_24150,unemployed,B
q_24151,acrid,B
q_24152,compatible,B
q_24153,thin-skinned,B
q_24154,interesting,B
q_24155,imaginative,B
q_24156,relaxed,B
q_24157,left-handed,B
q_24158,unhardened,B
q_24159,impish,B
q_24160,discontented,B
q_24161,ultraspiritual,B
q_24162,abrupt,B
q_24163,solitary,B
q_24164,knowledgeable,B
q_24165,mumbling,B
q_24166,life-weary,B
q_24167,overanxious,B
q_24168,efficient,B
q_24169,crabby,B
q_24170,recondite,B
q_24171,unenterprising,B
q_24172,festive,B
q_24173,tame,B
q_24174,tight,B
q_24175,resentful,B
q_24176,dependable,B
q_24177,pedestrian,B
q_24178,deceitful,B
q_24179,productive,B
q_24180,nonspiritual,B
q_24181,clubby,B
q_24182,pleasant,B
q_24183,baiting,B
q_24184,smutty,B
q_24185,smug,B
q_24186,comradely,B
q_24187,forward-looking,B
q_24188,counselable,B
q_24189,nonexplosive,B
q_24190,bristling,B
q_24191,flirtatious,B
q_24192,merciless,B
q_24193,positive,B
q_24194,surly,B
q_24195,servile,B
q_24196,well-to-do,B
q_24197,humorless,B
q_24198,overproud,B
q_24199,sober,B
q_24200,unsophisticated,B
q_24201,sacrilegious,B
q_24202,sedentary,B
q_24203,unbridled,B
q_24204,unsubduable,B
q_24205,depressive,B
q_24206,undemocratic,B
q_24207,frank,B
q_24208,self-loathing,B
q_24209,perturbable,B
q_24210,prognosticating,B
q_24211,garish,B
q_24212,unholy,B
q_24213,pleasure-loving,B
q_24214,unaccountable,B
q_24215,flashy,B
q_24216,unreliable,B
q_24217,stable,B
q_24218,hypercritical,B
q_24219,overconscientious,B
q_24220,overcasual,B
q_24221,vitriolic,B
q_24222,anarchistic,B
q_24223,groveling,B
q_24224,loose-tongued,B
q_24225,literal,B
q_24226,reflective,B
q_24227,self-possessed,B
q_24228,undespairing,B
q_24229,lucky,B
q_24230,awesome,B
q_24231,divisive,B
q_24232,unsociable,B
q_24233,unmalleable,B
q_24234,womanly,B
q_24235,unreligious,B
q_24236,undutiful,B
q_24237,felicitous,B
q_24238,even-handed,B
q_24239,overearnest,B
q_24240,concerned,B
q_24241,purposeful,B
q_24242,unfluent,B
q_24243,artistic,B
q_24244,chubby,B
q_24245,tight-lipped,B
q_24246,artful,B
q_24247,rakish,B
q_24248,unconscientious,B
q_24249,depraved,B
q_24250,hit-or-miss,B
q_24251,garrulous,B
q_24252,honorable,B
q_24253,absurd,B
q_24254,happy,B
q_24255,farseeing,B
q_24256,clannish,B
q_24257,preoccupied,B
q_24258,conversational,B
q_24259,brainy,B
q_24260,lion-hearted,B
q_24261,fatigueless,B
q_24262,luxurious,B
q_24263,hapless,B
q_24264,flinching,B
q_24265,provocative,B
q_24266,short-tempered,B
q_24267,emphatic,B
q_24268,uncalculating,B
q_24269,highfalutin,B
q_24270,impersonal,B
q_24271,unsensual,B
q_24272,FALSE,B
q_24273,unrelaxing,B
q_24274,promiscuous,B
q_24275,undiligent,B
q_24276,unprofessional,B
q_24277,laughing,B
q_24278,businesslike,B
q_24279,hilarious,B
q_24280,overnervous,B
q_24281,sisterly,B
q_24282,uncomplaisant,B
q_24283,caustic,B
q_24284,unattractive,B
q_24286,talented,B
q_24287,energetic,B
q_24288,unsteadfast,B
q_24289,appreciated,B
q_24290,uninterested,B
q_24291,self-absorbed,B
q_24292,exciting,B
q_24293,immature,B
q_24294,extraverted,B
q_24295,iconoclastic,B
q_24296,polished,B
q_24297,self-pitying,B
q_24298,avaricious,B
q_24299,unbenevolent,B
q_24300,neutral,B
q_24301,lecturing,B
q_24302,sensible,B
q_24303,dangerous,B
q_24304,single-minded,B
q_24305,self-excusing,B
q_24306,quiet,B
q_24307,versatile,B
q_24308,unregulated,B
q_24309,embracing,B
q_24310,dependent,B
q_24311,alert,B
q_24312,overelegant,B
q_24313,sloppy,B
q_24314,unexpansive,B
q_24315,incapable,B
q_24316,undependable,B
q_24317,habitual,B
q_24318,painstaking,B
q_24319,pert,B
q_24320,juvenile,B
q_24321,unpurposed,B
q_24322,mentoring,B
q_24323,grandmotherly,B
q_24324,sportsmanlike,B
q_24325,handsome,B
q_24326,obstructive,B
q_24327,overcredulous,B
q_24328,impious,B
q_24329,pouty,B
q_24330,unimpressionable,B
q_24331,untruthful,B
q_24332,cranky,B
q_24333,fretful,B
q_24334,overmodest,B
q_24335,big,B
q_24336,overweening,B
q_24337,self-taught,B
q_24338,inaccurate,B
q_24339,curt,B
q_24340,exhaustive,B
q_24341,improvident,B
q_24342,tired,B
q_24343,untheatrical,B
q_24344,unassisting,B
q_24345,peculiar,B
q_24346,wise,B
q_24347,treacherous,B
q_24348,unpolitical,B
q_24349,irrepressible,B
q_24350,pacifistic,B
q_24351,proud,B
q_24352,unorthodox,B
q_24353,suspicious,B
q_24354,weak-hearted,B
q_24355,excited,B
q_24356,stoic,B
q_24357,girlish,B
q_24358,unalert,B
q_24359,slippery,B
q_24360,studious,B
q_24361,transparent,B
q_24362,inspired,B
q_24363,frolicsome,B
q_24364,critical,B
q_24365,greedy,B
q_24366,unanchored,B
q_24367,fancy,B
q_24368,clean,B
q_24369,doddering,B
q_24370,thankful,B
q_24371,stark,B
q_24372,reproachful,B
q_24373,law-abiding,B
q_24374,alarmable,B
q_24375,overcunning,B
q_24376,initiating,B
q_24377,dizzying,B
q_24378,dumb,B
q_24379,glad,B
q_24380,irrestrainable,B
q_24381,atheistic,B
q_24382,handy,B
q_24383,antagonizing,B
q_24384,rational,B
q_24385,devout,B
q_24386,clear-thinking,B
q_24387,musical,B
q_24388,free-thinking,B
q_24389,self-reproachful,B
q_24390,imperturbable,B
q_24391,elusive,B
q_24392,irritable,B
q_24393,civilized,B
q_24394,ineloquent,B
q_24395,passive,B
q_24396,unintellectual,B
q_24397,coercive,B
q_24398,standoffish,B
q_24399,scatterbrained,B
q_24400,reliant,B
q_24401,objective,B
q_24402,virginal,B
q_24403,bedraggled,B
q_24404,jocular,B
q_24405,overneat,B
q_24406,unthorough,B
q_24407,inhuman,B
q_24408,self-limiting,B
q_24409,pitiless,B
q_24410,responsive,B
q_24411,philosophical,B
q_24412,unworldly,B
q_24413,esoteric,B
q_24414,well-known,B
q_24415,melodramatic,B
q_24416,congenial,B
q_24417,moronic,B
q_24418,undeceivable,B
q_24419,afraid,B
q_24420,unremitting,B
q_24421,stolid,B
q_24422,gloomy,B
q_24423,scrappy,B
q_24424,unanalytic,B
q_24425,sulky,B
q_24426,unmeek,B
q_24427,lax,B
q_24428,jumpy,B
q_24429,vibrant,B
q_24430,malicious,B
q_24431,amenable,B
q_24432,sporty,B
q_24433,self-actualized,B
q_24434,clear-sighted,B
q_24435,heedful,B
q_24436,parental,B
q_24437,unbelligerent,B
q_24438,experienced,B
q_24439,unpersonable,B
q_24440,obtuse,B
q_24441,dotty,B
q_24442,fanatical,B
q_24443,teachable,B
q_24444,clandestine,B
q_24445,uningenious,B
q_24446,venturous,B
q_24447,randy,B
q_24448,crooked,B
q_24449,bitter,B
q_24450,unimpatient,B
q_24451,indefatigable,B
q_24452,prompt,B
q_24453,tough,B
q_24454,misanthropic,B
q_24455,unwatchful,B
q_24456,ungovernable,B
q_24457,sullen,B
q_24458,direct,B
q_24459,reliable,B
q_24460,receptive,B
q_24461,agitable,B
q_24462,nonrigid,B
q_24463,unsavory,B
q_24464,underogatory,B
q_24465,perfectionistic,B
q_24466,ill-mannered,B
q_24467,snippy,B
q_24468,jovial,B
q_24469,artsy,B
q_24470,conventional,B
q_24471,meandering,B
q_24472,cherubic,B
q_24473,uncontrolled,B
q_24474,unimpressed,B
q_24475,felonious,B
q_24476,nervy,B
q_24477,pusillanimous,B
q_24478,purposeless,B
q_24479,diminishing,B
q_24480,ambiguous,B
q_24481,deft,B
q_24482,skilled,B
q_24483,incredulous,B
q_24484,glum,B
q_24485,well-spoken,B
q_24486,surprised,B
q_24487,penitent,B
q_24488,overpartial,B
q_24489,filthy,B
q_24490,consistent,B
q_24491,cheeky,B
q_24492,yearning,B
q_24493,conspiring,B
q_24494,merry,B
q_24495,passionate,B
q_24496,unmeddling,B
q_24497,free-minded,B
q_24498,unquestioning,B
q_24499,genuine,B
q_24500,ungallant,B
q_24501,gracious,B
q_24502,unvaliant,B
q_24503,realistic,B
q_24504,unextravagant,B
q_24505,professional,B
q_24506,indelicate,B
q_24507,fretless,B
q_24508,loony,B
q_24509,obedient,B
q_24510,deceptive,B
q_24511,overexcitable,B
q_24512,anecdotal,B
q_24513,neglectful,B
q_24514,fatherly,B
q_24515,harsh,B
q_24516,impartial,B
q_24517,accusing,B
q_24518,goatish,B
q_24519,overambitious,B
q_24520,remarkable,B
q_24521,unhurried,B
q_24522,unwise,B
q_24523,overpatient,B
q_24524,disruptive,B
q_24525,clever,B
q_24526,prim,B
q_24527,intrepid,B
q_24528,complaisant,B
q_24529,uncurious,B
q_24530,corrective,B
q_24531,hospitable,B
q_24532,evasive,B
q_24533,unelusive,B
q_24534,bourgeois,B
q_24535,egotistical,B
q_24536,fractious,B
q_24537,tactile,B
q_24538,baleful,B
q_24539,unostentatious,B
q_24540,disloyal,B
q_24541,modest,B
q_24542,quiet-spoken,B
q_24543,assertive,B
q_24544,self-assertive,B
q_24545,cajoling,B
q_24546,enlightened,B
q_24547,authoritarian,B
q_24548,emotional,B
q_24549,censorious,B
q_24550,logical,B
q_24551,longing,B
q_24552,disclosing,B
q_24553,exaggerative,B
q_24554,irreverent,B
q_24555,shady,B
q_24556,unchangeable,B
q_24557,designful,B
q_24558,reassuring,B
q_24559,ingratiating,B
q_24560,tactless,B
q_24561,sheepish,B
q_24562,patient,B
q_24563,dapper,B
q_24564,puritanical,B
q_24565,overstepping,B
q_24566,grandiose,B
q_24567,comical,B
q_24568,unmanly,B
q_24569,cocky,B
q_24570,holier-than-thou,B
q_24571,stifling,B
q_24572,narrow-minded,B
q_24573,levelheaded,B
q_24574,sprightly,B
q_24575,flaky,B
q_24576,yielding,B
q_24577,stringent,B
q_24578,unsportsmanlike,B
q_24579,unwary,B
q_24580,mousy,B
q_24581,charming,B
q_24582,dutiful,B
q_24583,lenient,B
q_24584,steady,B
q_24585,autonomous,B
q_24586,licentious,B
q_24587,overbusy,B
q_24588,voluptuous,B
q_24589,complimentary,B
q_24590,asocial,B
q_24591,busy,B
q_24592,money-grubbing,B
q_24593,troubled,B
q_24594,effeminate,B
q_24595,unpretentious,B
q_24596,exacting,B
q_24597,well-liked,B
q_24598,ultraintellectual,B
q_24599,broody,B
q_24600,thick,B
q_24601,panicky,B
q_24602,secretive,B
q_24603,resilient,B
q_24604,disorderly,B
q_24605,economizing,B
q_24606,combative,B
q_24607,annoyed,B
q_24608,unthrifty,B
q_24609,irreligious,B
q_24610,rudderless,B
q_24611,godless,B
q_24612,soldierly,B
q_24613,spiteful,B
q_24614,exhausted,B
q_24615,constructive,B
q_24616,ridiculous,B
q_24617,punishing,B
q_24618,unfraternal,B
q_24619,selfless,B
q_24620,easeless,B
q_24621,strange,B
q_24622,good-hearted,B
q_24623,delusional,B
q_24624,vivid,B
q_24625,scoffing,B
q_24626,intuitive,B
q_24627,procrastinating,B
q_24628,pooh-poohing,B
q_24629,unsolemn,B
q_24630,big-hearted,B
q_24631,undiscerning,B
q_24632,undeliberative,B
q_24633,calculating,B
q_24634,negligent,B
q_24635,clear-cut,B
q_24636,ultrarefined,B
q_24637,variable,B
q_24638,fat,B
q_24639,delighted,B
q_24640,undogmatic,B
q_24641,adversarial,B
q_24642,censorial,B
q_24643,uncommunicative,B
q_24644,unindulgent,B
q_24645,self-defeating,B
q_24646,deep,B
q_24647,overemphatic,B
q_24648,ceremonious,B
q_24649,noninterfering,B
q_24650,balky,B
q_24651,narrow,B
q_24652,dull,B
q_24653,wasteful,B
q_24654,bashful,B
q_24655,self-willed,B
q_24656,rugged,B
q_24657,authentic,B
q_24658,forgetful,B
q_24659,impassive,B
q_24660,undisciplined,B
q_24661,libidinous,B
q_24662,overquiet,B
q_24663,unfeeling,B
q_24664,sadistic,B
q_24665,unindustrious,B
q_24666,wordy,B
q_24667,superstitious,B
q_24668,nonimitative,B
q_24669,uncandid,B
q_24670,highbrow,B
q_24671,exploitative,B
q_24672,unproductive,B
q_24673,flaunty,B
q_24674,planful,B
q_24675,macabre,B
q_24677,doltish,B
q_24678,frightenable,B
q_24679,unmannered,B
q_24680,self-centered,B
q_24681,quick-tempered,B
q_24682,wily,B
q_24683,overwary,B
q_24684,expansive,B
q_24685,sinister,B
q_24686,squeamish,B
q_24687,homespun,B
q_24688,nihilistic,B
q_24689,irritating,B
q_24690,impractical,B
q_24691,demanding,B
q_24692,uneconomical,B
q_24693,aimless,B
q_24694,conscienceless,B
q_24695,nationalistic,B
q_24696,gabby,B
q_24697,dreamy,B
q_24698,derogatory,B
q_24699,unfaltering,B
q_24700,unsparing,B
q_24701,soft-spoken,B
q_24702,timorous,B
q_24703,unshakable,B
q_24704,pensive,B
q_24705,gentlemanlike,B
q_24706,inward,B
q_24707,militant,B
q_24708,undemanding,B
q_24710,callow,B
q_24711,immaculate,B
q_24712,healthful,B
q_24713,stout-hearted,B
q_24714,unassured,B
q_24715,angelic,B
q_24716,reserved,B
q_24717,polite,B
q_24718,magnanimous,B
q_24719,overactive,B
q_24720,economical,B
q_24721,doleful,B
q_24722,compassionless,B
q_24723,educable,B
q_24724,unforseeing,B
q_24725,idolatrous,B
q_24726,great-hearted,B
q_24727,ungracious,B
q_24728,temperamental,B
q_24729,virtuous,B
q_24730,unhappy,B
q_24731,perceiving,B
q_24732,bold,B
q_24733,rumpled,B
q_24734,redoubtable,B
q_24735,parasitic,B
q_24736,candid,B
q_24737,disguiseless,B
q_24738,icy,B
q_24739,tense,B
q_24740,unheroic,B
q_24741,subjective,B
q_24742,kinky,B
q_24743,pleasing,B
q_24744,whimsical,B
q_24745,opinionated,B
q_24746,derisive,B
q_24747,cute,B
q_24748,pliant,B
q_24749,unflinching,B
q_24750,imprudent,B
q_24751,merciful,B
q_24752,sporting,B
q_24753,loopy,B
q_24754,shy,B
q_24755,reasonable,B
q_24756,giddy,B
q_24757,matronly,B
q_24758,perverse,B
q_24759,supportive,B
q_24760,unmasculine,B
q_24761,unpolished,B
q_24762,youthful,B
q_24763,unbending,B
q_24764,eager,B
q_24765,supersensitive,B
q_24766,untrained,B
q_24767,well,B
q_24768,corrupt,B
q_24769,nonirritable,B
q_24770,ill-fated,B
q_24771,worldly-wise,B
q_24772,indecent,B
q_24773,untaught,B
q_24774,maladroit,B
q_24775,agreeable,B
q_24776,self-contained,B
q_24777,disengaged,B
q_24778,self-reliant,B
q_24779,overstudious,B
q_24780,appreciative,B
q_24781,indeliberate,B
q_24782,self-expressive,B
q_24783,double-tongued,B
q_24784,improvising,B
q_24785,kindhearted,B
q_24786,earthly-wise,B
q_24787,foolhardy,B
q_24788,inhibited,B
q_24789,undisappointable,B
q_24790,sad,B
q_24791,unreflective,B
q_24792,free-living,B
q_24793,conniving,B
q_24794,precise,B
